timeStamp,service,type,success,responseTime,bytes
1546447785300,/,GET,1,232.815027237,1270
1546447786322,/,GET,1,253.504991531,1270
1546447786322,/,GET,1,253.504991531,1270
1546447787310,/,GET,1,239.888906479,1270
1546447787310,/,GET,1,239.888906479,1270
1546447787310,/,GET,1,239.888906479,1270
1546447788321,/,GET,1,250.602960587,1270
1546447788321,/,GET,1,250.602960587,1270
1546447788321,/,GET,1,250.602960587,1270
1546447788321,/,GET,1,250.602960587,1270
1546447789325,/,GET,1,251.492023468,1270
1546447789325,/,GET,1,251.492023468,1270
1546447789325,/,GET,1,251.492023468,1270
1546447789325,/,GET,1,251.492023468,1270
1546447789325,/,GET,1,251.492023468,1270
1546447790325,/,GET,1,251.21307373,1270
1546447790325,/,GET,1,251.21307373,1270
1546447790325,/,GET,1,251.21307373,1270
1546447790325,/,GET,1,251.21307373,1270
1546447790325,/,GET,1,251.21307373,1270
1546447790325,/,GET,1,251.21307373,1270
1546447790615,/,GET,1,115.397930145,1270
1546447790615,/,GET,1,115.397930145,1270
1546447790615,/,GET,1,115.397930145,1270
1546447790615,/,GET,1,115.397930145,1270
1546447790615,/,GET,1,115.397930145,1270
1546447790615,/,GET,1,115.397930145,1270
1546447790825,/,GET,1,114.207983017,1270
1546447790825,/,GET,1,114.207983017,1270
1546447790825,/,GET,1,114.207983017,1270
1546447790825,/,GET,1,114.207983017,1270
1546447790825,/,GET,1,114.207983017,1270
1546447790825,/,GET,1,114.207983017,1270
1546447791343,/,GET,1,267.631053925,1270
1546447791343,/,GET,1,267.631053925,1270
1546447791343,/,GET,1,267.631053925,1270
1546447791343,/,GET,1,267.631053925,1270
1546447791343,/,GET,1,267.631053925,1270
1546447791343,/,GET,1,267.631053925,1270
1546447791343,/,GET,1,267.631053925,1270
1546447792336,/,GET,1,260.365009308,1270
1546447792336,/,GET,1,260.365009308,1270
1546447792336,/,GET,1,260.365009308,1270
1546447792336,/,GET,1,260.365009308,1270
1546447792336,/,GET,1,260.365009308,1270
1546447792336,/,GET,1,260.365009308,1270
1546447792336,/,GET,1,260.365009308,1270
1546447792336,/,GET,1,260.365009308,1270
1546447792665,/,GET,1,122.412919998,1270
1546447792665,/,GET,1,122.412919998,1270
1546447792665,/,GET,1,122.412919998,1270
1546447792665,/,GET,1,122.412919998,1270
1546447792665,/,GET,1,122.412919998,1270
1546447792665,/,GET,1,122.412919998,1270
1546447792665,/,GET,1,122.412919998,1270
1546447792665,/,GET,1,122.412919998,1270
1546447793374,/,GET,1,218.564987183,1270
1546447793374,/,GET,1,218.564987183,1270
1546447793374,/,GET,1,218.564987183,1270
1546447793374,/,GET,1,218.564987183,1270
1546447793374,/,GET,1,218.564987183,1270
1546447793374,/,GET,1,218.564987183,1270
1546447793374,/,GET,1,218.564987183,1270
1546447793374,/,GET,1,218.564987183,1270
1546447793374,/,GET,1,218.564987183,1270
1546447793381,/,GET,1,304.23116684,1270
1546447793381,/,GET,1,304.23116684,1270
1546447793381,/,GET,1,304.23116684,1270
1546447793381,/,GET,1,304.23116684,1270
1546447793381,/,GET,1,304.23116684,1270
1546447793381,/,GET,1,304.23116684,1270
1546447793381,/,GET,1,304.23116684,1270
1546447793381,/,GET,1,304.23116684,1270
1546447793381,/,GET,1,304.23116684,1270
1546447794136,/,GET,1,111.180782318,1270
1546447794136,/,GET,1,111.180782318,1270
1546447794136,/,GET,1,111.180782318,1270
1546447794136,/,GET,1,111.180782318,1270
1546447794136,/,GET,1,111.180782318,1270
1546447794136,/,GET,1,111.180782318,1270
1546447794136,/,GET,1,111.180782318,1270
1546447794136,/,GET,1,111.180782318,1270
1546447794136,/,GET,1,111.180782318,1270
1546447794136,/,GET,1,111.180782318,1270
1546447794324,/,GET,1,246.628046036,1270
1546447794324,/,GET,1,246.628046036,1270
1546447794324,/,GET,1,246.628046036,1270
1546447794324,/,GET,1,246.628046036,1270
1546447794324,/,GET,1,246.628046036,1270
1546447794324,/,GET,1,246.628046036,1270
1546447794324,/,GET,1,246.628046036,1270
1546447794324,/,GET,1,246.628046036,1270
1546447794324,/,GET,1,246.628046036,1270
1546447794324,/,GET,1,246.628046036,1270
1546447795619,/,GET,1,113.219976425,1270
1546447795619,/,GET,1,113.219976425,1270
1546447795619,/,GET,1,113.219976425,1270
1546447795619,/,GET,1,113.219976425,1270
1546447795619,/,GET,1,113.219976425,1270
1546447795619,/,GET,1,113.219976425,1270
1546447795619,/,GET,1,113.219976425,1270
1546447795619,/,GET,1,113.219976425,1270
1546447795619,/,GET,1,113.219976425,1270
1546447795619,/,GET,1,113.219976425,1270
1546447796078,/,GET,1,119.502067566,1270
1546447796078,/,GET,1,119.502067566,1270
1546447796078,/,GET,1,119.502067566,1270
1546447796078,/,GET,1,119.502067566,1270
1546447796078,/,GET,1,119.502067566,1270
1546447796078,/,GET,1,119.502067566,1270
1546447796078,/,GET,1,119.502067566,1270
1546447796078,/,GET,1,119.502067566,1270
1546447796078,/,GET,1,119.502067566,1270
1546447796078,/,GET,1,119.502067566,1270
1546447796681,/,GET,1,113.041162491,1270
1546447796681,/,GET,1,113.041162491,1270
1546447796681,/,GET,1,113.041162491,1270
1546447796681,/,GET,1,113.041162491,1270
1546447796681,/,GET,1,113.041162491,1270
1546447796681,/,GET,1,113.041162491,1270
1546447796681,/,GET,1,113.041162491,1270
1546447796681,/,GET,1,113.041162491,1270
1546447796681,/,GET,1,113.041162491,1270
1546447796681,/,GET,1,113.041162491,1270
1546447796845,/,GET,1,114.985942841,1270
1546447796845,/,GET,1,114.985942841,1270
1546447796845,/,GET,1,114.985942841,1270
1546447796846,/,GET,1,114.985942841,1270
1546447796846,/,GET,1,114.985942841,1270
1546447796846,/,GET,1,114.985942841,1270
1546447796846,/,GET,1,114.985942841,1270
1546447796846,/,GET,1,114.985942841,1270
1546447796846,/,GET,1,114.985942841,1270
1546447796846,/,GET,1,114.985942841,1270
1546447797086,/,GET,1,116.327047348,1270
1546447797086,/,GET,1,116.327047348,1270
1546447797086,/,GET,1,116.327047348,1270
1546447797086,/,GET,1,116.327047348,1270
1546447797086,/,GET,1,116.327047348,1270
1546447797086,/,GET,1,116.327047348,1270
1546447797086,/,GET,1,116.327047348,1270
1546447797086,/,GET,1,116.327047348,1270
1546447797086,/,GET,1,116.327047348,1270
1546447797086,/,GET,1,116.327047348,1270
1546447797585,/,GET,1,113.881111145,1270
1546447797585,/,GET,1,113.881111145,1270
1546447797585,/,GET,1,113.881111145,1270
1546447797585,/,GET,1,113.881111145,1270
1546447797585,/,GET,1,113.881111145,1270
1546447797585,/,GET,1,113.881111145,1270
1546447797585,/,GET,1,113.881111145,1270
1546447797585,/,GET,1,113.881111145,1270
1546447797585,/,GET,1,113.881111145,1270
1546447797585,/,GET,1,113.881111145,1270
1546447797709,/,GET,1,124.665975571,1270
1546447797709,/,GET,1,124.665975571,1270
1546447797709,/,GET,1,124.665975571,1270
1546447797709,/,GET,1,124.665975571,1270
1546447797709,/,GET,1,124.665975571,1270
1546447797709,/,GET,1,124.665975571,1270
1546447797709,/,GET,1,124.665975571,1270
1546447797709,/,GET,1,124.665975571,1270
1546447797709,/,GET,1,124.665975571,1270
1546447797709,/,GET,1,124.665975571,1270
1546447797860,/,GET,1,114.998102188,1270
1546447797860,/,GET,1,114.998102188,1270
1546447797860,/,GET,1,114.998102188,1270
1546447797860,/,GET,1,114.998102188,1270
1546447797860,/,GET,1,114.998102188,1270
1546447797860,/,GET,1,114.998102188,1270
1546447797860,/,GET,1,114.998102188,1270
1546447797860,/,GET,1,114.998102188,1270
1546447797860,/,GET,1,114.998102188,1270
1546447797860,/,GET,1,114.998102188,1270
1546447798229,/,GET,1,113.503932953,1270
1546447798229,/,GET,1,113.503932953,1270
1546447798229,/,GET,1,113.503932953,1270
1546447798229,/,GET,1,113.503932953,1270
1546447798229,/,GET,1,113.503932953,1270
1546447798229,/,GET,1,113.503932953,1270
1546447798229,/,GET,1,113.503932953,1270
1546447798229,/,GET,1,113.503932953,1270
1546447798229,/,GET,1,113.503932953,1270
1546447798229,/,GET,1,113.503932953,1270
1546447799477,/,GET,1,127.965927124,1270
1546447799477,/,GET,1,127.965927124,1270
1546447799477,/,GET,1,127.965927124,1270
1546447799477,/,GET,1,127.965927124,1270
1546447799477,/,GET,1,127.965927124,1270
1546447799477,/,GET,1,127.965927124,1270
1546447799477,/,GET,1,127.965927124,1270
1546447799477,/,GET,1,127.965927124,1270
1546447799477,/,GET,1,127.965927124,1270
1546447799477,/,GET,1,127.965927124,1270
1546447799522,/,GET,1,123.649835587,1270
1546447799522,/,GET,1,123.649835587,1270
1546447799522,/,GET,1,123.649835587,1270
1546447799522,/,GET,1,123.649835587,1270
1546447799522,/,GET,1,123.649835587,1270
1546447799522,/,GET,1,123.649835587,1270
1546447799522,/,GET,1,123.649835587,1270
1546447799522,/,GET,1,123.649835587,1270
1546447799522,/,GET,1,123.649835587,1270
1546447799522,/,GET,1,123.649835587,1270
1546447799944,/,GET,1,114.112854004,1270
1546447799944,/,GET,1,114.112854004,1270
1546447799944,/,GET,1,114.112854004,1270
1546447799944,/,GET,1,114.112854004,1270
1546447799944,/,GET,1,114.112854004,1270
1546447799944,/,GET,1,114.112854004,1270
1546447799944,/,GET,1,114.112854004,1270
1546447799944,/,GET,1,114.112854004,1270
1546447799944,/,GET,1,114.112854004,1270
1546447799944,/,GET,1,114.112854004,1270
1546447800831,/,GET,1,120.845079422,1270
1546447800831,/,GET,1,120.845079422,1270
1546447800831,/,GET,1,120.845079422,1270
1546447800831,/,GET,1,120.845079422,1270
1546447800831,/,GET,1,120.845079422,1270
1546447800831,/,GET,1,120.845079422,1270
1546447800831,/,GET,1,120.845079422,1270
1546447800831,/,GET,1,120.845079422,1270
1546447800831,/,GET,1,120.845079422,1270
1546447800831,/,GET,1,120.845079422,1270
1546447801756,/,GET,1,117.325782776,1270
1546447801756,/,GET,1,117.325782776,1270
1546447801756,/,GET,1,117.325782776,1270
1546447801756,/,GET,1,117.325782776,1270
1546447801756,/,GET,1,117.325782776,1270
1546447801756,/,GET,1,117.325782776,1270
1546447801756,/,GET,1,117.325782776,1270
1546447801756,/,GET,1,117.325782776,1270
1546447801756,/,GET,1,117.325782776,1270
1546447801756,/,GET,1,117.325782776,1270
1546447801821,/,GET,1,112.176895142,1270
1546447801821,/,GET,1,112.176895142,1270
1546447801821,/,GET,1,112.176895142,1270
1546447801821,/,GET,1,112.176895142,1270
1546447801821,/,GET,1,112.176895142,1270
1546447801821,/,GET,1,112.176895142,1270
1546447801821,/,GET,1,112.176895142,1270
1546447801821,/,GET,1,112.176895142,1270
1546447801821,/,GET,1,112.176895142,1270
1546447801821,/,GET,1,112.176895142,1270
1546447801891,/,GET,1,118.021011353,1270
1546447801891,/,GET,1,118.021011353,1270
1546447801891,/,GET,1,118.021011353,1270
1546447801891,/,GET,1,118.021011353,1270
1546447801891,/,GET,1,118.021011353,1270
1546447801891,/,GET,1,118.021011353,1270
1546447801891,/,GET,1,118.021011353,1270
1546447801891,/,GET,1,118.021011353,1270
1546447801891,/,GET,1,118.021011353,1270
1546447801891,/,GET,1,118.021011353,1270
1546447802128,/,GET,1,114.166021347,1270
1546447802128,/,GET,1,114.166021347,1270
1546447802128,/,GET,1,114.166021347,1270
1546447802128,/,GET,1,114.166021347,1270
1546447802128,/,GET,1,114.166021347,1270
1546447802128,/,GET,1,114.166021347,1270
1546447802128,/,GET,1,114.166021347,1270
1546447802128,/,GET,1,114.166021347,1270
1546447802128,/,GET,1,114.166021347,1270
1546447802128,/,GET,1,114.166021347,1270
1546447802707,/,GET,1,127.538919449,1270
1546447802707,/,GET,1,127.538919449,1270
1546447802707,/,GET,1,127.538919449,1270
1546447802707,/,GET,1,127.538919449,1270
1546447802707,/,GET,1,127.538919449,1270
1546447802707,/,GET,1,127.538919449,1270
1546447802707,/,GET,1,127.538919449,1270
1546447802707,/,GET,1,127.538919449,1270
1546447802707,/,GET,1,127.538919449,1270
1546447802707,/,GET,1,127.538919449,1270
1546447803468,/,GET,1,112.616062164,1270
1546447803468,/,GET,1,112.616062164,1270
1546447803468,/,GET,1,112.616062164,1270
1546447803468,/,GET,1,112.616062164,1270
1546447803468,/,GET,1,112.616062164,1270
1546447803468,/,GET,1,112.616062164,1270
1546447803468,/,GET,1,112.616062164,1270
1546447803468,/,GET,1,112.616062164,1270
1546447803468,/,GET,1,112.616062164,1270
1546447803468,/,GET,1,112.616062164,1270
1546447803474,/,GET,1,111.883163452,1270
1546447803474,/,GET,1,111.883163452,1270
1546447803474,/,GET,1,111.883163452,1270
1546447803474,/,GET,1,111.883163452,1270
1546447803474,/,GET,1,111.883163452,1270
1546447803474,/,GET,1,111.883163452,1270
1546447803474,/,GET,1,111.883163452,1270
1546447803474,/,GET,1,111.883163452,1270
1546447803474,/,GET,1,111.883163452,1270
1546447803474,/,GET,1,111.883163452,1270
1546447804251,/,GET,1,115.844011307,1270
1546447804251,/,GET,1,115.844011307,1270
1546447804251,/,GET,1,115.844011307,1270
1546447804251,/,GET,1,115.844011307,1270
1546447804251,/,GET,1,115.844011307,1270
1546447804251,/,GET,1,115.844011307,1270
1546447804251,/,GET,1,115.844011307,1270
1546447804251,/,GET,1,115.844011307,1270
1546447804251,/,GET,1,115.844011307,1270
1546447804251,/,GET,1,115.844011307,1270
1546447804551,/,GET,1,114.286184311,1270
1546447804551,/,GET,1,114.286184311,1270
1546447804551,/,GET,1,114.286184311,1270
1546447804551,/,GET,1,114.286184311,1270
1546447804551,/,GET,1,114.286184311,1270
1546447804551,/,GET,1,114.286184311,1270
1546447804551,/,GET,1,114.286184311,1270
1546447804551,/,GET,1,114.286184311,1270
1546447804551,/,GET,1,114.286184311,1270
1546447804551,/,GET,1,114.286184311,1270
1546447805085,/,GET,1,198.447942734,1270
1546447805085,/,GET,1,198.447942734,1270
1546447805085,/,GET,1,198.447942734,1270
1546447805085,/,GET,1,198.447942734,1270
1546447805085,/,GET,1,198.447942734,1270
1546447805085,/,GET,1,198.447942734,1270
1546447805085,/,GET,1,198.447942734,1270
1546447805085,/,GET,1,198.447942734,1270
1546447805085,/,GET,1,198.447942734,1270
1546447805085,/,GET,1,198.447942734,1270
1546447805396,/,GET,1,113.362073898,1270
1546447805396,/,GET,1,113.362073898,1270
1546447805396,/,GET,1,113.362073898,1270
1546447805396,/,GET,1,113.362073898,1270
1546447805396,/,GET,1,113.362073898,1270
1546447805396,/,GET,1,113.362073898,1270
1546447805396,/,GET,1,113.362073898,1270
1546447805396,/,GET,1,113.362073898,1270
1546447805396,/,GET,1,113.362073898,1270
1546447805396,/,GET,1,113.362073898,1270
1546447805628,/,GET,1,119.630098343,1270
1546447805628,/,GET,1,119.630098343,1270
1546447805628,/,GET,1,119.630098343,1270
1546447805628,/,GET,1,119.630098343,1270
1546447805628,/,GET,1,119.630098343,1270
1546447805628,/,GET,1,119.630098343,1270
1546447805628,/,GET,1,119.630098343,1270
1546447805628,/,GET,1,119.630098343,1270
1546447805628,/,GET,1,119.630098343,1270
1546447805628,/,GET,1,119.630098343,1270
1546447806275,/,GET,1,114.384174347,1270
1546447806275,/,GET,1,114.384174347,1270
1546447806275,/,GET,1,114.384174347,1270
1546447806275,/,GET,1,114.384174347,1270
1546447806275,/,GET,1,114.384174347,1270
1546447806275,/,GET,1,114.384174347,1270
1546447806275,/,GET,1,114.384174347,1270
1546447806275,/,GET,1,114.384174347,1270
1546447806275,/,GET,1,114.384174347,1270
1546447806275,/,GET,1,114.384174347,1270
1546447806854,/,GET,1,126.76692009,1270
1546447806854,/,GET,1,126.76692009,1270
1546447806854,/,GET,1,126.76692009,1270
1546447806854,/,GET,1,126.76692009,1270
1546447806854,/,GET,1,126.76692009,1270
1546447806854,/,GET,1,126.76692009,1270
1546447806854,/,GET,1,126.76692009,1270
1546447806854,/,GET,1,126.76692009,1270
1546447806854,/,GET,1,126.76692009,1270
1546447806854,/,GET,1,126.76692009,1270
1546447807168,/,GET,1,138.769865036,1270
1546447807168,/,GET,1,138.769865036,1270
1546447807168,/,GET,1,138.769865036,1270
1546447807168,/,GET,1,138.769865036,1270
1546447807168,/,GET,1,138.769865036,1270
1546447807168,/,GET,1,138.769865036,1270
1546447807168,/,GET,1,138.769865036,1270
1546447807168,/,GET,1,138.769865036,1270
1546447807168,/,GET,1,138.769865036,1270
1546447807168,/,GET,1,138.769865036,1270
1546447807936,/,GET,1,111.522912979,1270
1546447807936,/,GET,1,111.522912979,1270
1546447807936,/,GET,1,111.522912979,1270
1546447807936,/,GET,1,111.522912979,1270
1546447807936,/,GET,1,111.522912979,1270
1546447807936,/,GET,1,111.522912979,1270
1546447807936,/,GET,1,111.522912979,1270
1546447807936,/,GET,1,111.522912979,1270
1546447807936,/,GET,1,111.522912979,1270
1546447807936,/,GET,1,111.522912979,1270
1546447808141,/,GET,1,114.699840546,1270
1546447808141,/,GET,1,114.699840546,1270
1546447808141,/,GET,1,114.699840546,1270
1546447808141,/,GET,1,114.699840546,1270
1546447808141,/,GET,1,114.699840546,1270
1546447808141,/,GET,1,114.699840546,1270
1546447808141,/,GET,1,114.699840546,1270
1546447808141,/,GET,1,114.699840546,1270
1546447808141,/,GET,1,114.699840546,1270
1546447808141,/,GET,1,114.699840546,1270
1546447808702,/,GET,1,120.661973953,1270
1546447808702,/,GET,1,120.661973953,1270
1546447808702,/,GET,1,120.661973953,1270
1546447808702,/,GET,1,120.661973953,1270
1546447808702,/,GET,1,120.661973953,1270
1546447808702,/,GET,1,120.661973953,1270
1546447808702,/,GET,1,120.661973953,1270
1546447808702,/,GET,1,120.661973953,1270
1546447808702,/,GET,1,120.661973953,1270
1546447808702,/,GET,1,120.661973953,1270
1546447809503,/,GET,1,118.728160858,1270
1546447809503,/,GET,1,118.728160858,1270
1546447809503,/,GET,1,118.728160858,1270
1546447809503,/,GET,1,118.728160858,1270
1546447809503,/,GET,1,118.728160858,1270
1546447809503,/,GET,1,118.728160858,1270
1546447809503,/,GET,1,118.728160858,1270
1546447809503,/,GET,1,118.728160858,1270
1546447809503,/,GET,1,118.728160858,1270
1546447809503,/,GET,1,118.728160858,1270
1546447809707,/,GET,1,113.672971725,1270
1546447809707,/,GET,1,113.672971725,1270
1546447809707,/,GET,1,113.672971725,1270
1546447809707,/,GET,1,113.672971725,1270
1546447809707,/,GET,1,113.672971725,1270
1546447809707,/,GET,1,113.672971725,1270
1546447809707,/,GET,1,113.672971725,1270
1546447809707,/,GET,1,113.672971725,1270
1546447809707,/,GET,1,113.672971725,1270
1546447809707,/,GET,1,113.672971725,1270
1546447809883,/,GET,1,149.754047394,1270
1546447809883,/,GET,1,149.754047394,1270
1546447809883,/,GET,1,149.754047394,1270
1546447809883,/,GET,1,149.754047394,1270
1546447809883,/,GET,1,149.754047394,1270
1546447809883,/,GET,1,149.754047394,1270
1546447809883,/,GET,1,149.754047394,1270
1546447809883,/,GET,1,149.754047394,1270
1546447809883,/,GET,1,149.754047394,1270
1546447809883,/,GET,1,149.754047394,1270
1546447810032,/,GET,1,165.155172348,1270
1546447810032,/,GET,1,165.155172348,1270
1546447810032,/,GET,1,165.155172348,1270
1546447810032,/,GET,1,165.155172348,1270
1546447810032,/,GET,1,165.155172348,1270
1546447810032,/,GET,1,165.155172348,1270
1546447810032,/,GET,1,165.155172348,1270
1546447810032,/,GET,1,165.155172348,1270
1546447810032,/,GET,1,165.155172348,1270
1546447810032,/,GET,1,165.155172348,1270
1546447810232,/,GET,1,128.093004227,1270
1546447810232,/,GET,1,128.093004227,1270
1546447810232,/,GET,1,128.093004227,1270
1546447810232,/,GET,1,128.093004227,1270
1546447810232,/,GET,1,128.093004227,1270
1546447810232,/,GET,1,128.093004227,1270
1546447810232,/,GET,1,128.093004227,1270
1546447810232,/,GET,1,128.093004227,1270
1546447810232,/,GET,1,128.093004227,1270
1546447810232,/,GET,1,128.093004227,1270
1546447810766,/,GET,1,118.417978287,1270
1546447810766,/,GET,1,118.417978287,1270
1546447810766,/,GET,1,118.417978287,1270
1546447810766,/,GET,1,118.417978287,1270
1546447810766,/,GET,1,118.417978287,1270
1546447810766,/,GET,1,118.417978287,1270
1546447810766,/,GET,1,118.417978287,1270
1546447810766,/,GET,1,118.417978287,1270
1546447810766,/,GET,1,118.417978287,1270
1546447810766,/,GET,1,118.417978287,1270
1546447811129,/,GET,1,114.332914352,1270
1546447811129,/,GET,1,114.332914352,1270
1546447811129,/,GET,1,114.332914352,1270
1546447811129,/,GET,1,114.332914352,1270
1546447811129,/,GET,1,114.332914352,1270
1546447811129,/,GET,1,114.332914352,1270
1546447811129,/,GET,1,114.332914352,1270
1546447811129,/,GET,1,114.332914352,1270
1546447811129,/,GET,1,114.332914352,1270
1546447811129,/,GET,1,114.332914352,1270
1546447812493,/,GET,1,116.079807281,1270
1546447812493,/,GET,1,116.079807281,1270
1546447812493,/,GET,1,116.079807281,1270
1546447812493,/,GET,1,116.079807281,1270
1546447812493,/,GET,1,116.079807281,1270
1546447812493,/,GET,1,116.079807281,1270
1546447812493,/,GET,1,116.079807281,1270
1546447812493,/,GET,1,116.079807281,1270
1546447812493,/,GET,1,116.079807281,1270
1546447812493,/,GET,1,116.079807281,1270
1546447813235,/,GET,1,125.085830688,1270
1546447813235,/,GET,1,125.085830688,1270
1546447813235,/,GET,1,125.085830688,1270
1546447813235,/,GET,1,125.085830688,1270
1546447813235,/,GET,1,125.085830688,1270
1546447813235,/,GET,1,125.085830688,1270
1546447813235,/,GET,1,125.085830688,1270
1546447813235,/,GET,1,125.085830688,1270
1546447813235,/,GET,1,125.085830688,1270
1546447813235,/,GET,1,125.085830688,1270
1546447813294,/,GET,1,118.151903152,1270
1546447813294,/,GET,1,118.151903152,1270
1546447813294,/,GET,1,118.151903152,1270
1546447813294,/,GET,1,118.151903152,1270
1546447813294,/,GET,1,118.151903152,1270
1546447813294,/,GET,1,118.151903152,1270
1546447813294,/,GET,1,118.151903152,1270
1546447813294,/,GET,1,118.151903152,1270
1546447813294,/,GET,1,118.151903152,1270
1546447813294,/,GET,1,118.151903152,1270
1546447813310,/,GET,1,131.947040558,1270
1546447813310,/,GET,1,131.947040558,1270
1546447813310,/,GET,1,131.947040558,1270
1546447813310,/,GET,1,131.947040558,1270
1546447813310,/,GET,1,131.947040558,1270
1546447813310,/,GET,1,131.947040558,1270
1546447813310,/,GET,1,131.947040558,1270
1546447813310,/,GET,1,131.947040558,1270
1546447813310,/,GET,1,131.947040558,1270
1546447813310,/,GET,1,131.947040558,1270
1546447813991,/,GET,1,148.221969604,1270
1546447813991,/,GET,1,148.221969604,1270
1546447813991,/,GET,1,148.221969604,1270
1546447813991,/,GET,1,148.221969604,1270
1546447813991,/,GET,1,148.221969604,1270
1546447813991,/,GET,1,148.221969604,1270
1546447813991,/,GET,1,148.221969604,1270
1546447813991,/,GET,1,148.221969604,1270
1546447813991,/,GET,1,148.221969604,1270
1546447813991,/,GET,1,148.221969604,1270
1546447814754,/,GET,1,115.81993103,1270
1546447814754,/,GET,1,115.81993103,1270
1546447814754,/,GET,1,115.81993103,1270
1546447814754,/,GET,1,115.81993103,1270
1546447814754,/,GET,1,115.81993103,1270
1546447814754,/,GET,1,115.81993103,1270
1546447814754,/,GET,1,115.81993103,1270
1546447814754,/,GET,1,115.81993103,1270
1546447814754,/,GET,1,115.81993103,1270
1546447814754,/,GET,1,115.81993103,1270
1546447815129,/,GET,1,121.361017227,1270
1546447815129,/,GET,1,121.361017227,1270
1546447815129,/,GET,1,121.361017227,1270
1546447815129,/,GET,1,121.361017227,1270
1546447815129,/,GET,1,121.361017227,1270
1546447815129,/,GET,1,121.361017227,1270
1546447815129,/,GET,1,121.361017227,1270
1546447815129,/,GET,1,121.361017227,1270
1546447815129,/,GET,1,121.361017227,1270
1546447815129,/,GET,1,121.361017227,1270
1546447815441,/,GET,1,114.130973816,1270
1546447815441,/,GET,1,114.130973816,1270
1546447815441,/,GET,1,114.130973816,1270
1546447815441,/,GET,1,114.130973816,1270
1546447815441,/,GET,1,114.130973816,1270
1546447815441,/,GET,1,114.130973816,1270
1546447815441,/,GET,1,114.130973816,1270
1546447815441,/,GET,1,114.130973816,1270
1546447815441,/,GET,1,114.130973816,1270
1546447815441,/,GET,1,114.130973816,1270
1546447815464,/,GET,1,115.592002869,1270
1546447815464,/,GET,1,115.592002869,1270
1546447815464,/,GET,1,115.592002869,1270
1546447815464,/,GET,1,115.592002869,1270
1546447815464,/,GET,1,115.592002869,1270
1546447815464,/,GET,1,115.592002869,1270
1546447815464,/,GET,1,115.592002869,1270
1546447815464,/,GET,1,115.592002869,1270
1546447815464,/,GET,1,115.592002869,1270
1546447815464,/,GET,1,115.592002869,1270
1546447815540,/,GET,1,114.748954773,1270
1546447815540,/,GET,1,114.748954773,1270
1546447815540,/,GET,1,114.748954773,1270
1546447815540,/,GET,1,114.748954773,1270
1546447815540,/,GET,1,114.748954773,1270
1546447815540,/,GET,1,114.748954773,1270
1546447815540,/,GET,1,114.748954773,1270
1546447815540,/,GET,1,114.748954773,1270
1546447815540,/,GET,1,114.748954773,1270
1546447815540,/,GET,1,114.748954773,1270
1546447816914,/,GET,1,112.11180687,1270
1546447816914,/,GET,1,112.11180687,1270
1546447816914,/,GET,1,112.11180687,1270
1546447816914,/,GET,1,112.11180687,1270
1546447816914,/,GET,1,112.11180687,1270
1546447816914,/,GET,1,112.11180687,1270
1546447816914,/,GET,1,112.11180687,1270
